#GENE	DISEASE	TYPE	ID	INH
GABBR2	Nicotine dependence, susceptibility to	susceptibility	188890 	
GABBR2	Developmental and epileptic encephalopathy 59	disease	617904 	AD
GABBR2	Neurodevelopmental disorder with poor language and loss of hand skills	disease	617903 	AD
ANKS6	Nephronophthisis 16	disease	615382 	AR
GALNT12	Colorectal cancer, susceptibility to, 1	susceptibility	608812 	
TGFBR1	Multiple self-healing squamous epithelioma, susceptibility to	susceptibility	132800 	AD
TGFBR1	Loeys-Dietz syndrome 1	disease	609192 	AD
ALG2	Congenital disorder of glycosylation, type Ii	provisional	607906 	AR
ALG2	Myasthenic syndrome, congenital, 14, with tubular aggregates	disease	616228 	AR
NR4A3	Chondrosarcoma, extraskeletal myxoid	disease	612237 	
INVS	Nephronophthisis 2, infantile	disease	602088 	AR
BAAT	Bile acid conjugation defect 1	disease	619232 	AR
ALDOB	Fructose intolerance, hereditary	disease	229600 	AR
ABCA1	Tangier disease	disease	205400 	AR
ABCA1	HDL deficiency, familial, 1	disease	604091 	AD
SLC44A1	Neurodegeneration, childhood-onset, with ataxia, tremor, optic atrophy, and cognitive decline	disease	618868 	AR
FKTN	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4	disease	611588 	AR
FKTN	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4	disease	253800 	AR
FKTN	Muscular dystrophy-dystroglycanopathy (congenital without mental retardation), type B, 4	disease	613152 	AR
FKTN	Cardiomyopathy, dilated, 1X	disease	611615 	AR
TAL2	Leukemia, T-cell acute lymphocytic, somatic	disease	613065 	
TMEM38B	Osteogenesis imperfecta, type XIV	disease	615066 	
ZNF462	Weiss-Kruszka syndrome	disease	618619 	AD
ELP1	Dysautonomia, familial	disease	223900 	AR
ELP1	Medulloblastoma	disease	155255 	AR;AD;SMU
FRRS1L	Developmental and epileptic encephalopathy 37	disease	616981 	AR
MUSK	Fetal akinesia deformation sequence 1	disease	208150 	AR
MUSK	Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency	disease	616325 	AR
PRPF4	Retinitis pigmentosa 70	disease	615922 	AD
ALAD	Porphyria, acute hepatic	disease	612740 	AR
ALAD	Lead poisoning, susceptibility to	susceptibility	612740 	AR
KIF12	Cholestasis, progressive familial intrahepatic, 8	disease	619662 	AR
COL27A1	Steel syndrome	disease	615155 	AR
WHRN	Deafness, autosomal recessive 31	disease	607084 	AR
WHRN	Usher syndrome, type 2D	disease	611383 	AR
TNC	Deafness, autosomal dominant 56	disease	615629 	AD
TRIM32	Bardet-Biedl syndrome 11	provisional	615988 	AR
TRIM32	Muscular dystrophy, limb-girdle, autosomal recessive 8	disease	254110 	AR
CDK5RAP2	Microcephaly 3, primary, autosomal recessive	disease	604804 	AR
C5	C5 deficiency	disease	609536 	AR
C5	Eculizumab, poor response to	non-disease	615749 	AD
GSN	Amyloidosis, Finnish type	disease	105120 	AD
NDUFA8	Mitochondrial complex I deficiency, nuclear type 37	disease	619272 	AR
CRB2	Focal segmental glomerulosclerosis 9	disease	616220 	AR
CRB2	Ventriculomegaly with cystic kidney disease	disease	219730 	AR
NR5A1	46, XX sex reversal 4	disease	617480 	AD
NR5A1	Premature ovarian failure 7	disease	612964 	AD
NR5A1	46XY sex reversal 3	disease	612965 	AD
NR5A1	Adrenocortical insufficiency	disease	612964 	AD
NR5A1	Spermatogenic failure 8	disease	613957 	AD
RPL35	Diamond-Blackfan anemia 19	provisional	618312 	AD
LMX1B	Focal segmental glomerulosclerosis 10	disease	256020 	AD
LMX1B	Nail-patella syndrome	disease	161200 	AD
LRSAM1	Charcot-Marie-Tooth disease, axonal, type 2P	disease	614436 	AR;AD
STXBP1	Developmental and epileptic encephalopathy 4	disease	612164 	AD
MIR2861	Bone mineral density QTL 15	non-disease	613418 	AR;AD
ENG	Telangiectasia, hereditary hemorrhagic, type 1	disease	187300 	AD
AK1	Hemolytic anemia due to adenylate kinase deficiency	disease	612631 	AR
DPM2	Congenital disorder of glycosylation, type Iu	disease	615042 	AR
DNM1	Developmental and epileptic encephalopathy 31	disease	616346 	AD
COQ4	Coenzyme Q10 deficiency, primary, 7	disease	616276 	AR
SLC27A4	Ichthyosis prematurity syndrome	disease	608649 	AR
GLE1	Lethal congenital contracture syndrome 1	disease	253310 	AR
GLE1	Congenital arthrogryposis with anterior horn cell disease	disease	611890 	AR
SPTAN1	Developmental and epileptic encephalopathy 5	disease	613477 	AD
DYNC2I2	Short-rib thoracic dysplasia 11 with or without polydactyly	disease	615633 	AR
SET	Mental retardation, autosomal dominant 58	disease	618106 	AD
LRRC8A	Agammaglobulinemia 5	provisional	613506 	AD
DOLK	Congenital disorder of glycosylation, type Im	disease	610768 	AR
NUP188	Sandestig-Stefanova syndrome	disease	618804 	AR
CRAT	Neurodegeneration with brain iron accumulation 8	provisional	617917 	AR
TOR1A	Dystonia-1	susceptibility	modifier of} 	
TOR1A	Arthrogryposis multiplex congenita 5	disease	618947 	AR
TOR1A	Dystonia-1, torsion	disease	128100 	AD
ASS1	Citrullinemia	disease	215700 	AR
PRDM12	Neuropathy, hereditary sensory and autonomic, type VIII	disease	616488 	AR
EXOSC2	Short stature, hearing loss, retinitis pigmentosa, and distinctive facies	disease	617763 	AR
ABL1	Leukemia, Philadelphia chromosome-positive, resistant to imatinib	disease	608232 	SMU
ABL1	Congenital heart defects and skeletal malformations syndrome	disease	617602 	AD
LAMC3	Cortical malformations, occipital	disease	614115 	AR
NUP214	Leukemia, T-cell acute lymphoblastic, somatic	disease	613065 	
NUP214	Leukemia, acute myeloid, somatic	disease	601626 	
NUP214	Encephalopathy, acute, infection-induced, susceptibility to, 9	susceptibility	618426 	AR
POMT1	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1	disease	236670 	AR
POMT1	Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 1	disease	609308 	AR
POMT1	Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 1	disease	613155 	AR
MED27	Neurodevelopmental disorder with spasticity, cataracts, and cerebellar hypoplasia	disease	619286 	AR
NTNG2	Neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia	disease	618718 	AR
SETX	Spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 2	disease	606002 	AR
SETX	Amyotrophic lateral sclerosis 4, juvenile	disease	602433 	AD
TSC1	Focal cortical dysplasia, type II, somatic	disease	607341 	
TSC1	Tuberous sclerosis-1	disease	191100 	AD
TSC1	Lymphangioleiomyomatosis	disease	606690 	
GFI1B	Bleeding disorder, platelet-type, 17	disease	187900 	AR;AD
CEL	Maturity-onset diabetes of the young, type VIII	disease	609812 	AD
ABO	Blood group, ABO system	non-disease	616093 	
SURF1	Charcot-Marie-Tooth disease, type 4K	disease	616684 	AR
SURF1	Mitochondrial complex IV deficiency, nuclear type 1	disease	220110 	AR
ADAMTS13	Thrombotic thrombocytopenic purpura, hereditary	disease	274150 	AR
MYMK	Carey-Fineman-Ziter syndrome	disease	254940 	AR
ADAMTSL2	Geleophysic dysplasia 1	disease	231050 	AR
DBH	Orthostatic hypotension 1, due to DBH deficiency	disease	223360 	AR
SARDH	Sarcosinemia	non-disease	268900 	AR
COL5A1	Ehlers-Danlos syndrome, classic type, 1	disease	130000 	AD
COL5A1	Fibromuscular dysplasia, multifocal	disease	619329 	AD
MRPS2	Combined oxidative phosphorylation deficiency 36	disease	617950 	AR
SOHLH1	Ovarian dysgenesis 5	disease	617690 	AR
SOHLH1	Spermatogenic failure 32	disease	618115 	AD
KCNT1	Developmental and epileptic encephalopathy 14	disease	614959 	AD
KCNT1	Epilepsy nocturnal frontal lobe, 5	disease	615005 	AD
LHX3	Pituitary hormone deficiency, combined, 3	disease	221750 	AR
CARD9	Candidiasis, familial, 2, autosomal recessive	disease	212050 	AR
PMPCA	Spinocerebellar ataxia, autosomal recessive 2	disease	213200 	AR
INPP5E	Joubert syndrome 1	disease	213300 	AR
INPP5E	Mental retardation, truncal obesity, retinal dystrophy, and micropenis	disease	610156 	AR
NOTCH1	Adams-Oliver syndrome 5	disease	616028 	AD
NOTCH1	Aortic valve disease 1	disease	109730 	AD
AGPAT2	Lipodystrophy, congenital generalized, type 1	disease	608594 	AR
ABCA2	Intellectual developmental disorder with poor growth and with or without seizures or ataxia	disease	618808 	AR
MAN1B1	Rafiq syndrome	disease	614202 	AR
GRIN1	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive	disease	617820 	AR
GRIN1	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant	disease	614254 	AD
TPRN	Deafness, autosomal recessive 79	disease	613307 	AR
SLC34A3	Hypophosphatemic rickets with hypercalciuria	disease	241530 	AR
TUBB4B	Leber congenital amaurosis with early-onset deafness	disease	617879 	AD
NSMF	Hypogonadotropic hypogonadism 9 with or without anosmia	disease	614838 	AD
EHMT1	Kleefstra syndrome 1	disease	610253 	AD
CACNA1B	Neurodevelopmental disorder with seizures and nonepileptic hyperkinetic movements	disease	618497 	AR
TUBB8	Oocyte maturation defect 2	disease	616780 	AR;AD
ZMYND11	Mental retardation, autosomal dominant 30	disease	616083 	AD
WDR37	Neurooculocardiogenitourinary syndrome	disease	618652 	AD
PITRM1	Spinocerebellar ataxia, autosomal recessive 30	disease	619405 	AR
KLF6	Gastric cancer, somatic	disease	613659 	
KLF6	Prostate cancer, somatic	disease	176807 	
AKR1C2	46XY sex reversal 8	disease	614279 	AR
AKR1C4	46XY sex reversal 8, modifier of	susceptibility	614279 	AR
IL2RA	Immunodeficiency 41 with lymphoproliferation and autoimmunity	disease	606367 	AR
IL2RA	Diabetes, mellitus, insulin-dependent, susceptibility to, 10	susceptibility	601942 	
GATA3	Hypoparathyroidism, sensorineural deafness, and renal dysplasia	disease	146255 	AD
CELF2	Developmental and epileptic encephalopathy 97	disease	619561 	AD
DHTKD1	Charcot-Marie-Tooth disease, axonal, type 2Q	provisional	615025 	AD
DHTKD1	Alpha-aminoadipic and alpha-ketoadipic aciduria	disease	204750 	AR
OPTN	Glaucoma 1, open angle, E	disease	137760 	AD
OPTN	Amyotrophic lateral sclerosis 12 with or without frontotemporal dementia	disease	613435 	
OPTN	Glaucoma, normal tension, susceptibility to	susceptibility	606657 	
MCM10	Immunodeficiency 80 with or without cardiomyopathy	disease	619313 	AR
PHYH	Refsum disease	disease	266500 	AR
FRMD4A	Corpus callosum, agenesis of, with facial anomalies and cerebellar ataxia	provisional	616819 	AR
DCLRE1C	Severe combined immunodeficiency, Athabascan type	disease	602450 	AR
DCLRE1C	Omenn syndrome	disease	603554 	AR
ITGA8	Renal hypodysplasia/aplasia 1	disease	191830 	AR
CUBN	Proteinuria, chronic benign	non-disease	618884 	AR
CUBN	Imerslund-Grasbeck syndrome 1	disease	261100 	AR
VIM	Cataract 30, pulverulent	disease	116300 	AD
CACNB2	Brugada syndrome 4	disease	611876 	
MLLT10	Leukemia, acute myeloid	disease	601626 	SMU;AD
PTF1A	Pancreatic and cerebellar agenesis	disease	609069 	AR
PTF1A	Pancreatic agenesis 2	disease	615935 	AR
MYO3A	Deafness, autosomal recessive 30	disease	607101 	AR
PDSS1	Coenzyme Q10 deficiency, primary, 2	disease	614651 	AR
ANKRD26	Thrombocytopenia 2	disease	188000 	AD
YME1L1	Optic atrophy 11	provisional	617302 	AR
ACBD5	Retinal dystrophy with leukodystrophy	disease	618863 	AR
RAB18	Warburg micro syndrome 3	disease	614222 	AR
ODAD2	Ciliary dyskinesia, primary, 23	disease	615451 	AR
WAC	Desanto-Shinawi syndrome	disease	616708 	AD
SVIL	Myofibrillar myopathy 10	disease	619040 	AR
MTPAP	Spastic ataxia 4, autosomal recessive	provisional	613672 	AR
MAP3K8	Lung cancer, somatic	disease	211980 	
ZEB1	Corneal dystrophy, posterior polymorphous, 3	disease	609141 	
ZEB1	Corneal dystrophy, Fuchs endothelial, 6	disease	613270 	
BMS1	Aplasia cutis congenita, nonsyndromic	provisional	107600 	AD
RET	Hirschsprung disease, susceptibility to, 1	susceptibility	142623 	AD
RET	Multiple endocrine neoplasia IIA	disease	171400 	AD
RET	Hirschsprung disease, protection against	susceptibility	142623 	AD
RET	Medullary thyroid carcinoma	disease	155240 	AD
RET	Pheochromocytoma	disease	171300 	AD
RET	Multiple endocrine neoplasia IIB	disease	162300 	AD
CXCL12	AIDS, resistance to	susceptibility	609423 	
ALOX5	Atherosclerosis	susceptibility	susceptibility to} 	
ALOX5	Asthma, diminished response to antileukotriene treatment in	susceptibility	600807 	AD
MSMB	Prostate cancer, hereditary, 13	susceptibility	611928 	
GDF2	Telangiectasia, hereditary hemorrhagic, type 5	disease	615506 	AD
RBP3	Retinitis pigmentosa 66	provisional	615233 	AR
ERCC6	UV-sensitive syndrome 1	disease	600630 	AR
ERCC6	Cerebrooculofacioskeletal syndrome 1	disease	214150 	AR
ERCC6	Cockayne syndrome, type B	disease	133540 	AR
ERCC6	De Sanctis-Cacchione syndrome	disease	278800 	AR
ERCC6	Macular degeneration, age-related, susceptibility to, 5	susceptibility	613761 	
ERCC6	Premature ovarian failure 11	disease	616946 	AD
ERCC6	Lung cancer, susceptibility to	susceptibility	211980 	SMU;AD
CHAT	Myasthenic syndrome, congenital, 6, presynaptic	disease	254210 	AR
SLC18A3	Myasthenic syndrome, congenital, 21, presynaptic	disease	617239 	AR
OGDHL	Yoon-Bellen neurodevelopmental syndrome	disease	619701 	AR
PRKG1	Aortic aneurysm, familial thoracic 8	disease	615436 	AD
MBL2	Chronic infections, due to MBL deficiency	susceptibility	614372 	AD
PCDH15	Usher syndrome, type 1D/F digenic	disease	601067 	AR;DR
PCDH15	Deafness, autosomal recessive 23	disease	609533 	AR
PCDH15	Usher syndrome, type 1F	disease	602083 	AR
TFAM	Mitochondrial DNA depletion syndrome 15 (hepatocerebral type)	provisional	617156 	AR
BICC1	Renal dysplasia, cystic, susceptibility to	susceptibility	601331 	AD
ANK3	Mental retardation, autosomal recessive, 37	disease	615493 	AR
ZNF365	Nephrolithiasis, uric acid, susceptibility to	susceptibility	605990 	
EGR2	Dejerine-Sottas disease	disease	145900 	AR;AD
EGR2	Charcot-Marie-Tooth disease, type 1D	disease	607678 	AD
EGR2	Hypomyelinating neuropathy, congenital, 1	disease	605253 	AR;AD
CTNNA3	Arrhythmogenic right ventricular dysplasia, familial, 13	disease	615616 	AD
DNAJC12	Hyperphenylalaninemia, mild, non-BH4-deficient	disease	617384 	AR
MYPN	Cardiomyopathy, hypertrophic, 22	disease	615248 	AD
MYPN	Cardiomyopathy, familial restrictive, 4	disease	615248 	AD
MYPN	Cardiomyopathy, dilated, 1KK	disease	615248 	AD
MYPN	Nemaline myopathy 11, autosomal recessive	disease	617336 	AR
ATOH7	Persistent hyperplastic primary vitreous, autosomal recessive	disease	221900 	AR
DNA2	Seckel syndrome 8	provisional	615807 	AR
DNA2	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 6	disease	615156 	AD
STOX1	Preeclampsia/eclampsia 4	disease	609404 	
KIFBP	Goldberg-Shprintzen megacolon syndrome	disease	609460 	AR
HKDC1	Retinitis pigmentosa 92	disease	619614 	AR
HK1	Retinitis pigmentosa 79	disease	617460 	AD
HK1	Neuropathy, hereditary motor and sensory, Russe type	disease	605285 	AR
HK1	Neurodevelopmental disorder with visual defects and brain anomalies	disease	618547 	AD
HK1	Hemolytic anemia due to hexokinase deficiency	disease	235700 	AR
NEUROG3	Diarrhea 4, malabsorptive, congenital	disease	610370 	AR
COL13A1	Myasthenic syndrome, congenital, 19	disease	616720 	AR
NODAL	Heterotaxy, visceral, 5	disease	270100 	AD
PRF1	Hemophagocytic lymphohistiocytosis, familial, 2	disease	603553 	AR
PRF1	Aplastic anemia	disease	609135 	
PRF1	Lymphoma, non-Hodgkin	disease	605027 	
SGPL1	Nephrotic syndrome, type 14	disease	617575 	AR
PCBD1	Hyperphenylalaninemia, BH4-deficient, D	disease	264070 	AR
SLC29A3	Histiocytosis-lymphadenopathy plus syndrome	disease	602782 	AR
CDH23	Usher syndrome, type 1D	disease	601067 	AR;DR
CDH23	Pituitary adenoma 5, multiple types	susceptibility	617540 	AD
CDH23	Usher syndrome, type 1D/F digenic	disease	601067 	AR;DR
CDH23	Deafness, autosomal recessive 12	disease	601386 	AR
PSAP	Combined SAP deficiency	disease	611721 	AR
PSAP	Krabbe disease, atypical	disease	611722 	AR
PSAP	Metachromatic leukodystrophy due to SAP-b deficiency	disease	249900 	AR
PSAP	Gaucher disease, atypical	disease	610539 	
PSAP	Parkinson disease 24, autosomal dominant, susceptibility to	susceptibility	619491 	AD
CHST3	Spondyloepiphyseal dysplasia with congenital joint dislocations	disease	143095 	AR
ASCC1	Spinal muscular atrophy with congenital bone fractures 2	disease	616867 	AR
ASCC1	Barrett esophagus/esophageal adenocarcinoma	disease	614266 	
MICU1	Myopathy with extrapyramidal signs	disease	615673 	AR
FAM149B1	Joubert syndrome 36	disease	618763 	AR
MRPS16	Combined oxidative phosphorylation deficiency 2	disease	610498 	AR
CFAP70	Spermatogenic failure 41	provisional	618670 	AR
CAMK2G	Mental retardation, autosomal dominant 59	disease	618522 	AD
PLAU	Quebec platelet disorder	disease	601709 	AD
PLAU	Alzheimer disease, late-onset, susceptibility to	susceptibility	104300 	AD
VCL	Cardiomyopathy, dilated, 1W	disease	611407 	
VCL	Cardiomyopathy, hypertrophic, 15	disease	613255 	AD
ADK	Hypermethioninemia due to adenosine kinase deficiency	disease	614300 	AR
KAT6B	SBBYSS syndrome	disease	603736 	AD
KAT6B	Genitopatellar syndrome	disease	606170 	AD
LRMDA	Albinism, oculocutaneous, type VII	disease	615179 	AR
KCNMA1	Epilepsy, idiopathic generalized, susceptibility to, 16	susceptibility	618596 	AD
KCNMA1	Paroxysmal nonkinesigenic dyskinesia, 3, with or without generalized epilepsy	disease	609446 	AD
KCNMA1	Cerebellar atrophy, developmental delay, and seizures	disease	617643 	AR
KCNMA1	Liang-Wang syndrome	disease	618729 	AD
POLR3A	Wiedemann-Rautenstrauch syndrome	disease	264090 	AR
POLR3A	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism	disease	607694 	AR
RPS24	Diamond-blackfan anemia 3	disease	610629 	AD
ZMIZ1	Neurodevelopmental disorder with dysmorphic facies and distal skeletal anomalies	disease	618659 	AD
SFTPA2	Interstitial lung disease 2	disease	178500 	AD
SFTPA1	Interstitial lung disease 1	disease	619611 	AR;AD
NUTM2B-AS1	Oculopharyngeal myopathy with leukoencephalopathy 1	provisional	618637 	AD
ANXA11	Amyotrophic lateral sclerosis 23	disease	617839 	AD
MAT1A	Hypermethioninemia, persistent, autosomal dominant, due to methionine adenosyltransferase I/III deficiency	disease	250850 	AR;AD
MAT1A	Methionine adenosyltransferase deficiency, autosomal recessive	disease	250850 	AR;AD
CDHR1	Cone-rod dystrophy 15	disease	613660 	AR
CDHR1	Retinitis pigmentosa 65	disease	613660 	AR
RGR	Retinitis pigmentosa 44	disease	613769 	
LDB3	Left ventricular noncompaction 3	disease	601493 	AD
LDB3	Cardiomyopathy, hypertrophic, 24	disease	601493 	AD
LDB3	Myopathy, myofibrillar, 4	disease	609452 	AD
LDB3	Cardiomyopathy, dilated, 1C, with or without LVNC	disease	601493 	AD
BMPR1A	Polyposis syndrome, hereditary mixed, 2	disease	610069 	
BMPR1A	Polyposis, juvenile intestinal	disease	174900 	AD
GLUD1	Hyperinsulinism-hyperammonemia syndrome	disease	606762 	AD
MINPP1	Thyroid carcinoma, follicular	susceptibility	188470 	SMU;AD
MINPP1	Pontocerebellar hypoplasia, type 16	disease	619527 	AR
PAPSS2	Brachyolmia 4 with mild epiphyseal and metaphyseal changes	disease	612847 	AR
ATAD1	Hyperekplexia 4	disease	618011 	AR
KLLN	Cowden syndrome 4	disease	615107 	
PTEN	Glioma susceptibility 2	susceptibility	613028 	
PTEN	Meningioma	susceptibility	607174 	AD
PTEN	Lhermitte-Duclos syndrome	disease	158350 	AD
PTEN	Cowden syndrome 1	disease	158350 	AD
PTEN	Prostate cancer, somatic	disease	176807 	
PTEN	Macrocephaly/autism syndrome	disease	605309 	AD
LIPN	Ichthyosis, congenital, autosomal recessive 8	disease	613943 	AR
ACTA2	Multisystemic smooth muscle dysfunction syndrome	disease	613834 	AD
ACTA2	Aortic aneurysm, familial thoracic 6	disease	611788 	AD
ACTA2	Moyamoya disease 5	disease	614042 	
FAS	Squamous cell carcinoma, burn scar-related	disease	somatic 	
FAS	Autoimmune lymphoproliferative syndrome, type IA	disease	601859 	AD
FAS	Autoimmune lymphoproliferative syndrome	susceptibility	601859 	AD
LIPA	Wolman disease	disease	278000 	AR
LIPA	Cholesteryl ester storage disease	disease	278000 	AR
SLC16A12	Cataract 47, juvenile, with microcornea	disease	612018 	AD
KIF11	Microcephaly with or without chorioretinopathy, lymphedema, or mental retardation	disease	152950 	AD
CYP26C1	Focal facial dermal dysplasia 4	disease	614974 	AR
MYOF	Angioedema, hereditary, 7	provisional	619366 	AD
CEP55	Multinucleated neurons, anhydramnios, renal dysplasia, cerebellar hypoplasia, and hydranencephaly	disease	236500 	AR
FFAR4	Obesity, susceptibility to	susceptibility	607514 	
RBP4	Microphthalmia, isolated, with coloboma 10	disease	616428 	AD
RBP4	Retinal dystrophy, iris coloboma, and comedogenic acne syndrome	disease	615147 	AR
PDE6C	Cone dystrophy 4	disease	613093 	AR
LGI1	Epilepsy, familial temporal lobe, 1	disease	600512 	AD
PLCE1	Nephrotic syndrome, type 3	disease	610725 	AR
HELLS	Immunodeficiency-centromeric instability-facial anomalies syndrome 4	disease	616911 	AR
CYP2C19	Proguanil poor metabolizer	disease	609535 	AR
CYP2C19	Mephenytoin poor metabolizer	disease	609535 	AR
CYP2C19	Clopidogrel, impaired responsiveness to	disease	609535 	AR
CYP2C19	Omeprazole poor metabolizer	disease	609535 	AR
CYP2C9	Warfarin sensitivity	disease	122700 	AD
CYP2C9	Warfarin sensitivity	disease	122700 	AD
CYP2C8	Drug metabolism, altered, CYP2C8-related	susceptibility	618018 	
ALDH18A1	Spastic paraplegia 9A, autosomal dominant	disease	601162 	AD
ALDH18A1	Cutis laxa, autosomal recessive, type IIIA	disease	219150 	AR
ALDH18A1	Spastic paraplegia 9B, autosomal recessive	disease	616586 	AR
ALDH18A1	Cutis laxa, autosomal dominant 3	disease	616603 	AD
TCTN3	Joubert syndrome 18	disease	614815 	AR
TCTN3	Orofaciodigital syndrome IV	disease	258860 	AR
ENTPD1	Spastic paraplegia 64, autosomal recessive	disease	615683 	AR
BLNK	Agammaglobulinemia 4	provisional	613502 	AR
EXOSC1	Pontocerebellar hypoplasia, type 1F	provisional	619304 	AR
HOGA1	Hyperoxaluria, primary, type III	disease	613616 	AR
ZFYVE27	Spastic paraplegia 33, autosomal dominant	disease	610244 	AD
HPS1	Hermansky-Pudlak syndrome 1	disease	203300 	AR
HPSE2	Urofacial syndrome 1	disease	236730 	AR
GOT1	Aspartate aminotransferase, serum level of, QTL1	disease	614419 	
COX15	Mitochondrial complex IV deficiency, nuclear type 6	disease	615119 	AR
ABCC2	Dubin-Johnson syndrome	disease	237500 	AR
DNMBP	Cataract 48	disease	618415 	AR
CPN1	Carboxypeptidase N deficiency	disease	212070 	AR
ERLIN1	Spastic paraplegia 62	disease	615681 	AR
CHUK	Popliteal pterygium syndrome, Bartsocas-Papas type 2	provisional	619339 	
CHUK	Cocoon syndrome	disease	613630 	
CWF19L1	Spinocerebellar ataxia, autosomal recessive 17	disease	616127 	AR
NDUFB8	Mitochondrial complex I deficiency, nuclear type 32	disease	618252 	AR
PAX2	Glomerulosclerosis, focal segmental, 7	disease	616002 	AD
PAX2	Papillorenal syndrome	disease	120330 	AD
TWNK	Mitochondrial DNA depletion syndrome 7 (hepatocerebral type)	disease	271245 	AR
TWNK	Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 3	disease	609286 	AD
TWNK	Perrault syndrome 5	disease	616138 	AR
PDZD7	Deafness, autosomal recessive 57	disease	618003 	AR
PDZD7	Retinal disease in Usher syndrome type IIA, modifier of	susceptibility	276901 	AR
PDZD7	Usher syndrome, type IIC, GPR98/PDZD7 digenic	disease	605472 	AR;DD
LBX1	Central hypoventilation syndrome, congenital, 3	provisional	619483 	AR
FGF8	Hypogonadotropic hypogonadism 6 with or without anosmia	disease	612702 	AD
HPS6	Hermansky-Pudlak syndrome 6	disease	614075 	AR
PITX3	Cataract 11, multiple types	disease	610623 	AR;AD
PITX3	Anterior segment dysgenesis 1, multiple subtypes	disease	107250 	AD
PITX3	Cataract 11, syndromic, autosomal recessive	disease	610623 	AR;AD
GBF1	Charcot-Marie-Tooth disease, axonal, type 2GG	disease	606483 	AD
NFKB2	Immunodeficiency, common variable, 10	disease	615577 	AD
SUFU	Meningioma, familial, susceptibility to	susceptibility	607174 	AD
SUFU	Joubert syndrome 32	disease	617757 	AR
SUFU	Medulloblastoma, desmoplastic	disease	155255 	AR;AD;SMU
SUFU	Basal cell nevus syndrome	disease	109400 	AD
TRIM8	Focal segmental glomerulosclerosis and neurodevelopmental syndrome	disease	619428 	AD
ARL3	Retinitis pigmentosa 83	disease	618173 	AD
ARL3	Joubert syndrome 35	disease	618161 	AR
CYP17A1	17,20-lyase deficiency, isolated	disease	202110 	AR
CYP17A1	17-alpha-hydroxylase/17,20-lyase deficiency	disease	202110 	AR
CNNM2	Hypomagnesemia 6, renal	disease	613882 	AD
CNNM2	Hypomagnesemia, seizures, and mental retardation	disease	616418 	AR;AD
NT5C2	Spastic paraplegia 45, autosomal recessive	disease	613162 	AR
ATP5MK	Mitochondrial complex V (ATP synthase) deficiency, nuclear type 6	disease	618683 	AR
STN1	Cerebroretinal microangiopathy with calcifications and cysts 2	disease	617341 	AR
COL17A1	Epithelial recurrent erosion dystrophy	disease	122400 	AD
COL17A1	Epidermolysis bullosa, junctional, localisata variant	disease	226650 	AR
COL17A1	Epidermolysis bullosa, junctional, non-Herlitz type	disease	226650 	AR
CFAP43	Hydrocephalus, normal pressure, 1	disease	236690 	AD
CFAP43	Spermatogenic failure 19	disease	617592 	AR
CFAP58	Spermatogenic failure 49	disease	619144 	AR
ADD3	Cerebral palsy, spastic quadriplegic, 3	disease	617008 	AR
MXI1	Prostate cancer, somatic	disease	176807 	
MXI1	Neurofibrosarcoma	disease	somatic 	
SMC3	Cornelia de Lange syndrome 3	disease	610759 	AD
RBM20	Cardiomyopathy, dilated, 1DD	disease	613172 	AD
BBIP1	Bardet-Biedl syndrome 18	provisional	615995 	AR
SHOC2	Noonan syndrome-like with loose anagen hair 1	disease	607721 	AD
TCF7L2	Diabetes mellitus, type 2, susceptibility to	susceptibility	125853 	AD
HABP2	Thyroid cancer, nonmedullary, 5	susceptibility	616535 	AD
HABP2	Venous thromboembolism, susceptibility to	susceptibility	188050 	AD
NHLRC2	FINCA syndrome	disease	618278 	AR
ADRB1	Short sleep, familial natural, 2	non-disease	618591 	AD
ADRB1	Resting heart rate	non-disease	607276 	
PNLIP	Pancreatic lipase deficiency	provisional	614338 	AR
VAX1	Microphthalmia, syndromic 11	provisional	614402 	AR
KCNK18	Migraine, with or without aura, susceptibility to, 13	susceptibility	613656 	AD
SLC18A2	Parkinsonism-dystonia, infantile, 2	provisional	618049 	AR
EMX2	Schizencephaly	disease	269160 	
NANOS1	Spermatogenic failure 12	disease	615413 	AD
SFXN4	Combined oxidative phosphorylation deficiency 18	disease	615578 	AR
BAG3	Cardiomyopathy, dilated, 1HH	disease	613881 	AD
BAG3	Myopathy, myofibrillar, 6	disease	612954 	AD
WDR11	Hypogonadotropic hypogonadism 14 with or without anosmia	disease	614858 	AD
FGFR2	Bent bone dysplasia syndrome	disease	614592 	AD
FGFR2	LADD syndrome	disease	149730 	AD
